address_street,city,state,county,violation_type,violation_subtype,status,date_opened,latitude,longitude
266 EGGLESTON AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Closed - No Violation,2026-04-21T00:00:00.000,39.1033194128954,-84.4993126556614
3 ELBERON AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Closed - No Violation,2026-04-21T00:00:00.000,39.1059954962009,-84.5660975638462
3228 READING RD,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Litter,  private property",Citation Issued,2026-04-21T00:00:00.000,39.1380833368172,-84.4949585675877
233 STURGIS AV,Cincinnati,OH,Hamilton,Zoning Code Enforcement - Residential Uses,CONCENTRATED CODE,Closed,2026-04-21T00:00:00.000,39.1572865545728,-84.4942654511543
18 VINE ST,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Closed,2026-04-21T00:00:00.000,39.1159978857425,-84.5165103045628
482 ELBERON AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Litter,  private property",Closed - No Violation,2026-04-21T00:00:00.000,39.1001020627789,-84.5662346424794
5712 GLENWAY AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Closed - No Violation,2026-04-21T00:00:00.000,39.1349165264648,-84.6120289712783
353 HOWELL AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Closed - No Violation,2026-04-21T00:00:00.000,39.1425456180993,-84.5214650289458
1 BELLEWOOD AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Closed - Duplicate Complaint,2026-04-21T00:00:00.000,39.1780088503229,-84.4313765996761
714 MCMAKIN AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Litter,  private property",Citation Issued,2026-04-21T00:00:00.000,39.1724929595338,-84.5169741403703
846 HERMOSA AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Closed - No Violation,2026-04-21T00:00:00.000,39.110406143496,-84.5947069669815
3353 QUEEN CITY AV,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Closed,2026-04-21T00:00:00.000,39.1397483751098,-84.611676860224
5339 FOX RD,Cincinnati,OH,Hamilton,Abandoned Vehicle Code Enforcement,JUNK VEH ON PRIVATE PROP,Closed - No Violation,2026-04-21T00:00:00.000,39.1877102208247,-84.5778277769828
3 E 4TH ST,Cincinnati,OH,Hamilton,Code Enforcement - Commercial Buildings,COMM CODE STANDARD,Closed,2026-04-21T00:00:00.000,39.1001030234578,-84.5107642659842
4 WARNER ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Trash, improper set out",Closed - No Violation,2026-04-21T00:00:00.000,39.1252728588394,-84.5263983435752
525 LAFAYETTE AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Closed - No Violation,2026-04-21T00:00:00.000,39.1547945578043,-84.5275844906767
49 STATION AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Litter,  private property",Closed - No Violation,2026-04-21T00:00:00.000,39.1676691114748,-84.5184691573464
39 DRAKE AV,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Closed,2026-04-21T00:00:00.000,39.1448261781558,-84.4359526598429
2218 QUEBEC RD,Cincinnati,OH,Hamilton,Zoning Code Enforcement - Residential Uses,CONCENTRATED CODE,Duplicate Case,2026-04-21T00:00:00.000,39.1224170693096,-84.5648100872018
272 W MITCHELL AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Closed - No Violation,2026-04-21T00:00:00.000,39.1658154871756,-84.5129300518536
478 ELBERON AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Closed - No Violation,2026-04-21T00:00:00.000,39.099965129644,-84.5662129973376
3375 MCHENRY AV,Cincinnati,OH,Hamilton,Code Enforcement - Commercial Buildings,ELEVATOR Code Enforcement,Intake - New Case,2026-04-21T00:00:00.000,39.1484064535337,-84.5715588716229
6 MAPLELEAF AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Closed - No Violation,2026-04-21T00:00:00.000,39.1747866856479,-84.4317537744785
LILLIAN DR,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Litter,  private property",Citation Issued,2026-04-21T00:00:00.000,39.177144344497,-84.4624309899074
3239 BROTHERTON RD,Cincinnati,OH,Hamilton,Code Enforcement - Commercial Buildings,COMM CODE STANDARD,Orders Issued,2026-04-21T00:00:00.000,39.1536441299151,-84.4260794777397
32 RIDDLE VIEW LN,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Trash, improper set out",Closed - Duplicate Complaint,2026-04-21T00:00:00.000,39.1374667554882,-84.5243482503243
4 CULVERT ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Litter,  private property",Closed - No Violation,2026-04-21T00:00:00.000,39.1047584792674,-84.5053527963458
1 PURCELL AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Closed - No Violation,2026-04-21T00:00:00.000,39.1008270102414,-84.565469932931
34 EASTERN AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Closed - Transferred to another Agency,2026-04-21T00:00:00.000,39.108613028281,-84.4317094956939
3833 EASTERN AV,Cincinnati,OH,Hamilton,Zoning Code Enforcement - Commercial Uses,CONCENTRATED CODE,Duplicate Case,2026-04-21T00:00:00.000,39.1107167585658,-84.4351619009921
23 QUEBEC RD,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Trash, improper set out",Closed - Duplicate Complaint,2026-04-21T00:00:00.000,39.1216559976595,-84.5680631360936
1697 WESTWOOD AV,Cincinnati,OH,Hamilton,Abandoned Vehicle Code Enforcement,JUNK VEH ON PRIVATE PROP,Referred for Towing to Impound Lot,2026-04-21T00:00:00.000,39.1248616634543,-84.5530419782779
311 PURCELL AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Closed - No Violation,2026-04-21T00:00:00.000,39.096413965332,-84.5640609914504
49 PURCELL AV,Cincinnati,OH,Hamilton,Zoning Code Enforcement - Residential Uses,CONCENTRATED CODE,Closed,2026-04-21T00:00:00.000,39.1117199389313,-84.5641928878816
2949 GLENWAY AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Citation Issued,2026-04-21T00:00:00.000,39.1130150350836,-84.5602473259868
3138 HACKBERRY ST,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Closed,2026-04-21T00:00:00.000,39.135511127598,-84.474200055947
39 PAXTON AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Closed - No Violation,2026-04-21T00:00:00.000,39.1498286750918,-84.4256363472001
3457 CRAIG AV,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Closed,2026-04-21T00:00:00.000,39.1509078185511,-84.6052891966148
22 MADISON RD,Cincinnati,OH,Hamilton,Zoning Code Enforcement - Commercial Uses,CONCENTRATED CODE,Closed,2026-04-21T00:00:00.000,39.1605600788519,-84.3908172556354
5556 FOX RD,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Litter,  private property",Closed - No Violation,2026-04-21T00:00:00.000,39.1939168992111,-84.5766066645898
29 MCPHERSON AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Trash, improper set out",Closed - No Violation,2026-04-21T00:00:00.000,39.111203606447,-84.5705054644941
3652 BURCH AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Closed - No Violation,2026-04-21T00:00:00.000,39.1446307848494,-84.4464746701045
4912 HEUWERTH AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Trash, improper set out",Refer to Sanitation,2026-04-21T00:00:00.000,39.1227447280073,-84.6029511361556
792 N FRED SHUTTLESWORTH CIR,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Litter,  private property",Citation Issued,2026-04-21T00:00:00.000,39.1538868392383,-84.4860915518757
4352 RIDGEVIEW AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Closed - No Violation,2026-04-21T00:00:00.000,39.1097952570495,-84.5937087822156
4489 AMMON AV,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,TREE ON PRIV PROP STANDARD,Orders Issued,2026-04-21T00:00:00.000,39.1663704406327,-84.5533372614021
33 COLERAIN AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Trash, improper set out",Closed - No Violation,2026-04-21T00:00:00.000,39.1382481029106,-84.5377503681585
11 WEST HIGH ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Trash, improper set out",Refer to Sanitation,2026-04-21T00:00:00.000,39.1255228663576,-84.6054389129074
549 FLATT TER,Cincinnati,OH,Hamilton,Code Enforcement - Barricading Buildings,BARRICADE RESIDENTIAL,Barricade Specifications Given to Contractor,2026-04-21T00:00:00.000,39.1731638048381,-84.5132957790494
4548 NORTH EDGEWOOD AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Closed - Duplicate Complaint,2026-04-21T00:00:00.000,39.1714704470574,-84.5160768624311
2334 RAVINE ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Trash, improper set out",Closed - No Violation,2026-04-21T00:00:00.000,39.126327579887,-84.5254485311582
2582 W MCMICKEN AV,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Orders Issued,2026-04-20T00:00:00.000,39.1301001219208,-84.5305254853087
W GALBRAITH RD,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Intake - New Case,2026-04-20T00:00:00.000,39.2141835415656,-84.4827871558969
16 JOHN ST,Cincinnati,OH,Hamilton,Abandoned Vehicle Code Enforcement,Access to Veh Undr 511.31,Notice of Violation,2026-04-20T00:00:00.000,39.1137610198411,-84.5241489186512
5318 CHARLOE ST,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,"Recycling, remove cart vacant",Duplicate Case,2026-04-20T00:00:00.000,39.1679277459772,-84.4179439516787
E CLIFTON AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Citation Issued,2026-04-20T00:00:00.000,39.1179196410743,-84.5162340093316
33 HEWITT CRSC,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Closed - No Violation,2026-04-20T00:00:00.000,39.1383217483759,-84.4621620213141
61 MULBERRY ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Litter,  private property",Abated by the Owner,2026-04-20T00:00:00.000,39.1179676325188,-84.5156854085311
14 LOCUST ST,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Orders Issued,2026-04-20T00:00:00.000,39.1266017421691,-84.479051898308
12 JEFFERSON AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Trash, early set out",Refer to Sanitation,2026-04-20T00:00:00.000,39.1347859547505,-84.5100070420849
68 LISCHER AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Litter,  private property",Closed - No Violation,2026-04-20T00:00:00.000,39.1450043574234,-84.6035535076375
1664 FREDERICK AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Litter,  private property",Closed - Duplicate Complaint,2026-04-20T00:00:00.000,39.1718121732097,-84.5467432434405
3588 HAVEN ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Litter,  private property",Case Voided,2026-04-20T00:00:00.000,39.1486300154191,-84.5049430443171
3337 PARKCREST LN,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Abated by the Owner,2026-04-20T00:00:00.000,39.1476573961978,-84.6207391634416
4 W MCMILLAN ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Closed - No Violation,2026-04-20T00:00:00.000,39.1285306060995,-84.5263652853647
6251 CAMBRIDGE AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Abated by the Owner,2026-04-20T00:00:00.000,39.0844345124946,-84.3855474530582
11 WESTBROOK DR,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Abated by the Owner,2026-04-20T00:00:00.000,39.1387033075867,-84.6014782508385
358 SHILOH ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Abated by the Owner,2026-04-20T00:00:00.000,39.1449822223322,-84.5220605911103
2245 QUEBEC RD,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Litter,  private property",Intake - New Case,2026-04-20T00:00:00.000,39.1232215423668,-84.5646679951049
4718 KIRBY AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Closed - No Violation,2026-04-20T00:00:00.000,39.1770715186058,-84.5514023067587
3655 ALASKA AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Closed - Duplicate Complaint,2026-04-20T00:00:00.000,39.1504578414329,-84.4983324685923
3842 PAXTON AV,Cincinnati,OH,Hamilton,Code Enforcement - Commercial Buildings,COMM CODE STANDARD,Orders Issued,2026-04-20T00:00:00.000,39.1461662040625,-84.4272253806138
2453 SATURN ST,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Orders Issued,2026-04-20T00:00:00.000,39.1287687444564,-84.5609909753196
4 ELBERON AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Closed - No Violation,2026-04-20T00:00:00.000,39.0975614560423,-84.5659379784975
9 PARKWAY AV,Cincinnati,OH,Hamilton,Zoning Code Enforcement - Residential Uses,ILLEGAL LAND USE- RES STNDRD,Intake - New Case,2026-04-20T00:00:00.000,39.2082376892384,-84.4689229626123
2879 ST CATHERINE PL,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,TREE ON PRIV PROP STANDARD,Orders Issued,2026-04-20T00:00:00.000,39.1470712117904,-84.5940606447414
38 HEYWARD ST,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,TREE ON PRIV PROP STANDARD,Closed,2026-04-20T00:00:00.000,39.122608747059,-84.580353800639
27 LOSANTIVILLE AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",New,2026-04-20T00:00:00.000,39.187615830855,-84.4366164533849
7732 GREENLAND PL,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Litter,  private property",Intake - New Case,2026-04-20T00:00:00.000,39.2032545881151,-84.4594295140822
22 KEMPER LN,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,TREE ON PRIV PROP STANDARD,Closed,2026-04-20T00:00:00.000,39.1208321144873,-84.4881759862654
419 ELBERON AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Closed - No Violation,2026-04-20T00:00:00.000,39.0983310349512,-84.5669826986948
5119 HAWAIIAN TER,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Closed,2026-04-20T00:00:00.000,39.1825698655845,-84.5656320377078
2238 MAPLEWOOD AV,Cincinnati,OH,Hamilton,Zoning Code Enforcement - Residential Uses,CONCENTRATED CODE,Orders Issued,2026-04-20T00:00:00.000,39.1035225474333,-84.5205339723491
3315 GLENWAY AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Trash, improper set out",Closed - No Violation,2026-04-20T00:00:00.000,39.1132395368677,-84.5646076417554
927 ROSEMONT AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Cleaning,"Tall grass/weeds, private prop",Case Voided,2026-04-20T00:00:00.000,39.1093672077097,-84.5837833897461
6 ELBERON AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Closed - No Violation,2026-04-20T00:00:00.000,39.0976557703323,-84.5660394346833
3673 WILSHIRE AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Closed - No Violation,2026-04-20T00:00:00.000,39.1421470876694,-84.4130439885698
732 CONSIDINE AV,Cincinnati,OH,Hamilton,Zoning Code Enforcement - Residential Uses,CONCENTRATED CODE,Intake - New Case,2026-04-20T00:00:00.000,39.1049605843685,-84.5632966088871
4821 READING RD,Cincinnati,OH,Hamilton,Zoning Code Enforcement - Residential Uses,CONCENTRATED CODE,Intake - New Case,2026-04-20T00:00:00.000,39.1736185196138,-84.4679177326422
87 MARKBREIT AV,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Orders Issued,2026-04-20T00:00:00.000,39.1508156362953,-84.4306929749408
3551 LOSSING ST,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,"Recycling, remove cart vacant",Closed,2026-04-20T00:00:00.000,39.149701733728,-84.5096646199292
3321 WUNDER AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Abated by the Owner,2026-04-20T00:00:00.000,39.1469469178416,-84.5927307854191
3553 VAN ANTWERP PL,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Intake - New Case,2026-04-20T00:00:00.000,39.1468482583552,-84.4940786777232
36 MARBURG AV,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Intake - New Case,2026-04-20T00:00:00.000,39.1428962208284,-84.421881015817
2634 PANCOAST AV,Cincinnati,OH,Hamilton,Zoning Code Enforcement - Residential Uses,CONCENTRATED CODE,Orders Issued,2026-04-20T00:00:00.000,39.1401054786266,-84.5875615982597
3264 GOBEL AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Trash, improper set out",Closed - No Violation,2026-04-20T00:00:00.000,39.146222309458,-84.5794266456688
1827 BERKLEY AV,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Orders Issued,2026-04-20T00:00:00.000,39.171797865476,-84.4636964787486
3586 HAVEN ST,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Case Voided,2026-04-20T00:00:00.000,39.1485532780518,-84.5049338017311
7158 EASTLAWN DR,Cincinnati,OH,Hamilton,Abandoned Vehicle Code Enforcement,JUNK VEH ON PRIVATE PROP,Abated by the Owner,2026-04-20T00:00:00.000,39.1913147039389,-84.4561179379241
55 MADISON RD,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Litter,  private property",Closed - No Violation,2026-04-20T00:00:00.000,39.1611398680759,-84.3976904162766
3 WARREN AV,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,TREE ON PRIV PROP STANDARD,Orders Issued,2026-04-20T00:00:00.000,39.1532600992976,-84.5195156967612
411 ELBERON AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Closed - No Violation,2026-04-20T00:00:00.000,39.0979708388875,-84.5668522813899
8 TORRENCE LN,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Closed - No Violation,2026-04-20T00:00:00.000,39.1314953350425,-84.4621090523219
3655 BURCH AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Case Voided,2026-04-20T00:00:00.000,39.1449962939219,-84.4469503257333
3276 BRATER AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Closed - No Violation,2026-04-20T00:00:00.000,39.1333312133362,-84.6134201025534
5562 WASIGO DR,Cincinnati,OH,Hamilton,Zoning Code Enforcement - Residential Uses,CONCENTRATED CODE,Closed,2026-04-20T00:00:00.000,39.1016728811258,-84.390767661526
3399 FERNCROFT DR,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Abated by the Owner,2026-04-20T00:00:00.000,39.1496925897137,-84.5840793091263
4963 RELLEUM AV,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,"Recycling, remove cart vacant",Duplicate Case,2026-04-20T00:00:00.000,39.1192666662444,-84.6028612370352
54 QUEEN CITY AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Trash, improper set out",Refer to Sanitation,2026-04-20T00:00:00.000,39.1290248923285,-84.5688122953718
3535 VINE ST,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Closed,2026-04-20T00:00:00.000,39.1465384379965,-84.5134361698106
1885 JONTE AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Litter,  private property",Closed - No Violation,2026-04-19T00:00:00.000,39.1229914865457,-84.564477899982
60 WARRICK ST,Cincinnati,OH,Hamilton,Code Enforcement - Commercial Buildings,COMM CODE STANDARD,Closed,2026-04-19T00:00:00.000,39.1593813185238,-84.3863021443737
4321 SIMPSON AV,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,TREE ON PRIV PROP STANDARD,Closed,2026-04-19T00:00:00.000,39.1523626923228,-84.3904697893249
3512 TRIMBLE AV,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,TREE ON PRIV PROP STANDARD,Orders Issued,2026-04-19T00:00:00.000,39.1419653306254,-84.4662594032172
9 ELBERON AV,Cincinnati,OH,Hamilton,Zoning Code Enforcement - Residential Uses,CONCENTRATED CODE,Orders Issued,2026-04-19T00:00:00.000,39.1088933882387,-84.5653014152949
1638 BRANDON AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Abated by the Owner,2026-04-19T00:00:00.000,39.0841738224936,-84.3890747283192
157 PARKWAY AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Citation Issued,2026-04-19T00:00:00.000,39.2087232744672,-84.4696002154176
4 GLENWOOD AV,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Intake - New Case,2026-04-19T00:00:00.000,39.1480545756542,-84.4900427613776
1253 SUNSET AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Abated by the Owner,2026-04-19T00:00:00.000,39.1163825419353,-84.5849466452614
42 WHETSEL AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Abated by the Owner,2026-04-19T00:00:00.000,39.1558223869726,-84.3933670257084
3922 EDWARDS RD,Cincinnati,OH,Hamilton,Zoning Code Enforcement - Residential Uses,"LIGHTS, SHINING INTO BLDG",Closed,2026-04-18T00:00:00.000,39.1507388140464,-84.4421996829469
3658 ARCHER AV,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Orders Issued,2026-04-18T00:00:00.000,39.1272102375829,-84.4128703518198
16 ASTER PL,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Orders Issued,2026-04-18T00:00:00.000,39.1920615760909,-84.54499681584
5526 HAMILTON AV,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Orders Issued,2026-04-18T00:00:00.000,39.1916088215132,-84.5455977199059
6127 HAMILTON AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Litter,  private property",Closed - No Violation,2026-04-18T00:00:00.000,39.2028730555056,-84.5481600984744
1462 ASTER PL,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Closed - No Violation,2026-04-18T00:00:00.000,39.1919801634447,-84.5440062617578
2349 BROKAW AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Litter,  private property",Closed - No Violation,2026-04-18T00:00:00.000,39.1516597062367,-84.5679335169605
21 GLENWAY AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Litter,  private property",Closed - No Violation,2026-04-18T00:00:00.000,39.1120675429094,-84.5566908141001
78 ADDICE WY,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,TREE ON PRIV PROP STANDARD,Orders Issued,2026-04-18T00:00:00.000,39.2006065259981,-84.5338412471308
1649 LARCH AV,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,"Recycling, remove cart vacant",Intake - New Case,2026-04-18T00:00:00.000,39.1944277201384,-84.5480232913212
3367 MCHENRY AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Trash, improper set out",Refer to Sanitation,2026-04-18T00:00:00.000,39.1478183722121,-84.5714251499985
52 MCHENRY AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Trash, improper set out",Closed - Duplicate Complaint,2026-04-18T00:00:00.000,39.1424624584152,-84.579276644559
911 ROSEMONT AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Tall grass/weeds, private prop",Abated by the Owner,2026-04-18T00:00:00.000,39.1088401810684,-84.5837677765195
2353 HENRIANNE CT,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Trash, improper set out",Refer to Sanitation,2026-04-18T00:00:00.000,39.1515082359183,-84.5654917535078
1627 SUMMIT RD,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Orders Issued,2026-04-18T00:00:00.000,39.2020634633862,-84.4582456192467
3256 MCHENRY AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Litter,  private property",Closed - Duplicate Complaint,2026-04-18T00:00:00.000,39.1452949155298,-84.573089564208
2566 RING PL,Cincinnati,OH,Hamilton,Zoning Code Enforcement - Residential Uses,CONCENTRATED CODE,Orders Issued,2026-04-18T00:00:00.000,39.1120690324787,-84.5581538289835
2315 HENRIANNE CT,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Litter,  private property",Abated by the Owner,2026-04-18T00:00:00.000,39.1504971770103,-84.5653597582654
12 ASTER PL,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Closed,2026-04-18T00:00:00.000,39.1920143042264,-84.5442507719953
3515 BROOKSTONE DR,Cincinnati,OH,Hamilton,Code Enforcement - Buildings with Residences,RES CODE STANDARD,Closed,2026-04-18T00:00:00.000,39.1564771660456,-84.4198537436114
3187 MCHENRY AV,Cincinnati,OH,Hamilton,Trash/Litter/Tall Grass Complaint,"Litter,  private property",Abated by the Owner,2026-04-18T00:00:00.000,39.1443668384628,-84.5752276929588
