address_street,city,state,county,violation_type,status,date_opened,case_id,latitude,longitude
4829 EAGLE TRACE DR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-30,26-734508,32.89427872115007,-97.27993079313738
616 TRADEWIND DR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-30,26-734507,32.91352893652147,-97.37246127729283
4644 WINEBERRY DR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-30,26-734505,32.86953016273441,-97.28425637343703
3701 WREN AVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-30,26-734504,32.66349470552428,-97.37074035143856
2801 E ROSEDALE ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-30,26-734502,32.730998353371376,-97.28520625553202
4558 WILD ROSE CT,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-30,26-734501,32.86571891367611,-97.28832016882023
8832 FAYETTEVILLE DR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-30,26-734500,32.90030190837749,-97.28140604280358
6725 WESTCREEK DR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-30,26-734499,32.64634416591467,-97.36319982480727
6049 SHINER DR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-30,26-734498,32.84400101103285,-97.41217655444382
829 VOLTAMP DR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-30,26-734497,32.75071253697886,-97.51116645870034
2516 RATTIKIN RD,Fort Worth,TX,Tarrant,Vehicle,Open,2026-04-30,26-734496,32.70844002486551,-97.2891079363684
1969 DELGA ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-30,26-734492,32.773802283763246,-97.32444902070553
7228 WHITEWOOD DR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-30,26-734490,32.87172643227181,-97.29313906573762
9041 HAWLEY DR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-30,26-734489,32.90470672992713,-97.27869471957145
2521 RATTIKIN RD,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-04-30,26-734488,32.70897456554935,-97.28911218345489
7033 SUNNYBANK DR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-30,26-734487,32.868225641042,-97.28807044889842
2829 LEE AVE,Fort Worth,TX,Tarrant,Zoning - Residential,Open,2026-04-30,26-734486,32.79715913905031,-97.355914106288
2517 RATTIKIN RD,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-04-30,26-734485,32.70894108722938,-97.28932590210755
1812 GLENMORE AVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-30,26-734484,32.771577348717614,-97.32278584421921
7217 SUNNYBANK DR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-30,26-734482,32.8699987760681,-97.2871111518568
9236 CHESWICK DR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-30,26-734481,32.60808326579422,-97.38551285245464
2804 LEE AVE,Fort Worth,TX,Tarrant,Zoning - Residential,Open,2026-04-30,26-734480,32.79572796355738,-97.35480532034123
1829 GLENMORE AVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-30,26-734477,32.7722040671387,-97.32248019291984
4860 WOODSTOCK DR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-30,26-734476,32.863109924873264,-97.27831426474037
7583 SURFSIDE DR,Fort Worth,TX,Tarrant,Zoning - Residential,Open,2026-04-30,26-734474,32.81808978087363,-97.45655682410705
1805 GLENMORE AVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-30,26-734473,32.771778261529874,-97.323348523051
2751 E 1ST ST,Fort Worth,TX,Tarrant,Zoning - Residential,Open,2026-04-30,26-734472,32.7655077404414,-97.30685871329653
1734 GREENFIELD AVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-30,26-734470,32.770610546714934,-97.32314545350741
7000 BENTLEY AVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-30,26-734469,32.86666513537365,-97.28028378635555
7208 JOHN T WHITE RD,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-30,26-734466,32.76505002571297,-97.19999416923622
7057 MEANDERING CREEK LN,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-30,26-734463,32.86542898953795,-97.40202492933784
5117 GOODMAN AVE,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-04-30,26-734462,32.72130944706724,-97.39788064737469
516 DUNMORE DR,Fort Worth,TX,Tarrant,Vehicle,Open,2026-04-30,26-734461,32.93847367397129,-97.36980242303271
138 COAD ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-30,26-734457,32.603954523507994,-97.3176543937961
970 E HUMBOLT ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-30,26-734456,32.734490211892464,-97.31619055005119
4208 S CORAL SPRINGS DR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-30,26-734455,32.61797001606278,-97.3851440776856
217 SHEFFIELD DR,Fort Worth,TX,Tarrant,Vehicle,Open,2026-04-30,26-734453,32.64340157098884,-97.32635094727465
1901 KELLY ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-30,26-734452,32.72857865018961,-97.30186843941472
9565 HARMON RD,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-30,26-734451,32.913674367167886,-97.33228023984492
10501 ASHMORE DR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-30,26-734450,32.92212069132636,-97.3715950289847
3737 BRIDALWREATH DR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-30,26-734449,32.62975676165532,-97.3751793330643
13208 PALANCAR DR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-30,26-734448,32.9699846656865,-97.25870949581463
1337 E BALTIMORE AVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-30,26-734447,32.72297177057017,-97.30812740089793
7104 DENVER CITY DR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-30,26-734446,32.86696516160509,-97.42872673581917
1338 E BALTIMORE AVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-30,26-734445,32.722482646704066,-97.30796906309764
10504 BIG OAK DR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-30,26-734440,32.9223971880409,-97.37180048254903
6625 CHALK RIVER DR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-30,26-734439,32.86489666991965,-97.43216673619919
3009 E ROSEDALE ST,Fort Worth,TX,Tarrant,Substandard Building,Open,2026-04-30,26-734437,32.730991929640815,-97.28175981925737
13668 QUARRY TRACE ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-30,26-734436,32.82338273529445,-97.0715972600243
3005 MANSFIELD HWY,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-30,26-734435,32.68651533940447,-97.28646993233886
4154 BOULDER PARK DR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-30,26-734432,32.82520863397952,-97.07205541595808
4329 LATIGO CIR,Fort Worth,TX,Tarrant,Zoning - Residential,Open,2026-04-30,26-734431,32.96526007460745,-97.26560652622297
401 HAZELWOOD DR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-30,26-734429,32.75552675432414,-97.38086257097108
5901 WILBARGER ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-30,26-734428,32.69794046874329,-97.23028635693034
201 ADRIAN DR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-30,26-734427,32.758028912786685,-97.35955223556248
8486 BIG CYPRESS CT,Fort Worth,TX,Tarrant,Substandard Building,Open,2026-04-30,26-734425,32.89231983748917,-97.27836849252505
4350 SLICK ROCK CHASE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-30,26-734424,32.82750816694525,-97.07293569578393
217 ADRIAN DR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-30,26-734423,32.75727421362888,-97.3595927004473
5837 WILBARGER ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-30,26-734422,32.697943659493255,-97.23069867500102
1953 ALSTON AVE,Fort Worth,TX,Tarrant,Zoning - Residential,Open,2026-04-30,26-734421,32.722809526138896,-97.33396782676485
320 WIMBERLY ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-30,26-734418,32.755014374228075,-97.35896931044824
2025 LAUGHLIN RD,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-30,26-734415,32.91782336028822,-97.33022277053473
3616 RUFUS ST,Fort Worth,TX,Tarrant,Substandard Building,Open,2026-04-30,26-734410,32.709661177288154,-97.26910564232452
2545 SHROPSHIRE ST,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-04-30,26-734407,32.711635353688855,-97.28955195369994
5913 WALRAVEN CIR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-29,26-734398,32.66258114827646,-97.3935652159393
3720 SANDGATE ST,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-04-29,26-734397,32.70769408155859,-97.29188925818954
5816 WALLA AVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-29,26-734395,32.66018784367812,-97.38845009232853
2400 MORESBY ST,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-04-29,26-734394,32.706685029456544,-97.29141082279814
1700 DELGA ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-29,26-734393,32.77231774770737,-97.32445323499387
6341 SPIDER MOUNTAIN TR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-29,26-734392,32.854393431148125,-97.41533894883112
1615 ALSTON AVE,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-04-29,26-734391,32.72653713486608,-97.33394211022198
6117 PATHFINDER TR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-29,26-734390,32.8526869156379,-97.41470144019567
1103 GALVESTON AVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-29,26-734388,32.7328647541845,-97.32701318053343
8924 SARANAC TR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-29,26-734387,32.79431376500109,-97.18567913959012
1801 CARVER AVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-29,26-734386,32.772310927209986,-97.32388483987286
3808 KILLIAN ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-29,26-734384,32.70075352951417,-97.26807681972691
4100 LITTLEJOHN AVE,Fort Worth,TX,Tarrant,Vehicle,Open,2026-04-29,26-734383,32.71944029933246,-97.26450675344196
7905 FOREST HILL DR,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-04-29,26-734380,32.639729357469946,-97.26943894651511
8545 WESTERN MEADOWS DR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-29,26-734379,32.89457852519981,-97.27862373314873
1821 CARVER AVE,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-04-29,26-734374,32.77265831949533,-97.32317098283762
557 BRAEWICK DR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-29,26-734373,32.90653424894816,-97.37093246825675
4881 EAGLE TRACE DR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-29,26-734371,32.89359448909819,-97.27823616679665
2708 BIDEKER AVE,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-04-29,26-734370,32.718663280678264,-97.2858825129759
2513 RATTIKIN RD,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-04-29,26-734368,32.70888557309636,-97.28952086254395
1500 OAK CLIFF RD,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-29,26-734367,32.75625620080769,-97.26492263633314
2203 WESTERN AVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-29,26-734364,32.738534413225885,-97.38609964481927
2509 RATTIKIN RD,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-04-29,26-734363,32.70881945071999,-97.28970760997043
1953 PORTLAND ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-29,26-734361,32.77467692765307,-97.32065632520464
1732 MERRICK ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-29,26-734360,32.742754358738516,-97.39974179655637
2712 BIDEKER AVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-29,26-734359,32.71871663456785,-97.28572105803114
2532 COLDSTREAM DR,Fort Worth,TX,Tarrant,Vehicle,Open,2026-04-29,26-734358,32.62569309226996,-97.35907981554813
2433 RATTIKIN RD,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-04-29,26-734357,32.708494277757474,-97.29036382670546
1952 PORTLAND ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-29,26-734356,32.77431580707734,-97.32040503680287
2425 RATTIKIN RD,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-04-29,26-734354,32.70834329137501,-97.29067036498968
1320 E TUCKER ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-29,26-734353,32.73922832140036,-97.30958702855037
1322 E TUCKER ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-29,26-734350,32.73922940869957,-97.30942814573598
1318 E TUCKER ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-29,26-734349,32.73922832140036,-97.30958702855037
162 W ROSEDALE ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-29,26-734348,32.733372439329855,-97.32709148780059
300 GILVIN ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-29,26-734346,32.766972005279605,-97.32396467648317
1001 GALVESTON AVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-29,26-734345,32.733663560921556,-97.3270908040039
2805 S JONES ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-29,26-734344,32.71106348076339,-97.3229185572266
2801 S JONES ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-29,26-734343,32.71119527335779,-97.32291780303038
1512 E BLUFF ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-29,26-734342,32.763850242938744,-97.32268606217059
4709 FAIR PARK BLVD,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-04-29,26-734341,32.67902046653069,-97.31358095955888
2501 E BERRY ST,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-04-29,26-734340,32.71269026441757,-97.29126527305479
5452 E LANCASTER AVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-29,26-734339,32.738575503605176,-97.23700429836063
2529 E BERRY ST,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-04-29,26-734335,32.71315756201973,-97.29041884408407
6309 DOWNEAST DR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-29,26-734333,32.85298741804856,-97.39427238848515
4840 TAHOE DR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-29,26-734332,32.69029783697587,-97.25754480611597
2533 E BERRY ST,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-04-29,26-734331,32.713221891012395,-97.29010789750357
6401 SEAL COVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-29,26-734330,32.85391812981378,-97.39508150693295
10515 HIGHLAND RIDGE RD,Fort Worth,TX,Tarrant,Health Hazard,Open,2026-04-29,26-734329,32.74827744059012,-97.50827986617966
3640 BRYAN AVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-29,26-734326,32.69545424719754,-97.32531958737783
4025 STANLEY AVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-29,26-734325,32.688947758099125,-97.34575080765133
1109 KACHINA LN,Fort Worth,TX,Tarrant,Vehicle,Open,2026-04-29,26-734322,32.990973574145954,-97.38244825362672
13112 SETTLERS TR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-29,26-734320,32.966358113033216,-97.26735870252998
6845 BLACK WING DR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-29,26-734319,32.86444047509656,-97.28112341898921
3700 FITZHUGH AVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-29,26-734318,32.716757588818766,-97.26986910712864
10140 PACK SADDLE TR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-29,26-734315,32.76306001689648,-97.49785541652895
2932 MITCHELL BLVD,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-04-29,26-734314,32.71557830268562,-97.28917195797197
1202 OAKVIEW ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-29,26-734313,32.77840261880358,-97.2792660683995
2250 JACKSBORO HWY,Fort Worth,TX,Tarrant,Vehicle,Open,2026-04-29,26-734312,32.78552642597216,-97.38202582517904
4304 KENWOOD CT,Fort Worth,TX,Tarrant,Zoning - Residential,Open,2026-04-29,26-734311,32.74241959339436,-97.25938476516967
4305 GRASSMERE RD,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-29,26-734309,32.969349684601795,-97.26735406667298
400 HAZELWOOD DR W,Fort Worth,TX,Tarrant,Zoning - Residential,Open,2026-04-29,26-734308,32.75536130970611,-97.38248636977227
9856 SPARROW HAWK LN,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-29,26-734305,32.76815381251458,-97.48989562153233
1500 W GAMBRELL ST,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-04-29,26-734304,32.68200863368317,-97.34315350977495
7001 CATTLE DR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-29,26-734303,32.866030561900416,-97.43295621615586
316 S SYLVANIA AVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-29,26-734302,32.762616787799764,-97.30928731070675
2500 GALEMEADOW DR,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-04-29,26-734301,32.62942522183896,-97.35717928408523
636 CHICKADEE DR,Fort Worth,TX,Tarrant,Zoning - Residential,Open,2026-04-29,26-734298,32.76752251228331,-97.48716016295013
1515 E PEACH ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-29,26-734297,32.76497866921527,-97.32309927168838
1501 E BLUFF ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-29,26-734296,32.764107266150845,-97.32328159818316
615 RIVERSIDE DR,Fort Worth,TX,Tarrant,Zoning - Commercial,Open,2026-04-29,26-734295,32.75958868872274,-97.30145605051864
2017 J CHESHIER RD,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-04-29,26-734291,33.04534626352473,-97.31600577830991
609 RIVERSIDE DR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-29,26-734290,32.75996348306215,-97.30152407068304
837 EDGEFIELD RD,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-29,26-734289,32.77210489909011,-97.37897380161016
1425 STAFFORD DR,Fort Worth,TX,Tarrant,Substandard Building,Open,2026-04-29,26-734288,32.666577175844225,-97.30562152137338
700 CROSS RIDGE CIR N,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-29,26-734286,32.77023018207439,-97.19236855363103
3304 BONNIE DR,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-04-29,26-734285,32.72391259332715,-97.44674253612285
100 LIVE OAK ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-29,26-734283,32.76180686653764,-97.32262828258666
5101 SHACKLEFORD ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-29,26-734281,32.684476128322316,-97.2710195182209
6716 WINDWILLOW DR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-29,26-734280,32.86174822291238,-97.27792831871949
13301 EVERGREEN DR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-29,26-734279,32.96884378427477,-97.2808468396895
1714 S HENDERSON ST,Fort Worth,TX,Tarrant,Substandard Building,Open,2026-04-29,26-734277,32.72557709589268,-97.33808904935836
2715 FINLEY ST,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-04-29,26-734275,32.75746608602214,-97.3072981947464
6412 MALVEY AVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-29,26-734271,32.733700085082845,-97.42503911241933
2717 ELSIE ST,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-04-29,26-734268,32.73825098421657,-97.28615914095398
2610 ENNIS AVE,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-04-29,26-734264,32.759014243557566,-97.30828658613468
3529 WAYLAND DR,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-04-29,26-734263,32.66006127747293,-97.3675815519125
4101 SOUTHWEST BLVD,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-04-29,26-734262,32.71180616154084,-97.44022049442792
8040 CANNONWOOD DR,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-04-29,26-734260,32.88738579745529,-97.30362227612213
2404 SHROPSHIRE ST,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-04-29,26-734259,32.7098645236728,-97.29211933909424
2401 SHROPSHIRE ST,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-04-29,26-734258,32.71027960237679,-97.29254059149764
5430 E LANCASTER AVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-29,26-734256,32.738148462090834,-97.23791660513348
0000 OLD MANSFIELD RD,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-29,26-734255,0,0
2329 SHROPSHIRE ST,Fort Worth,TX,Tarrant,Vehicle,Open,2026-04-28,26-734253,32.710233274803095,-97.29270252356676
2408 SHROPSHIRE ST,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-04-28,26-734252,32.709936078868125,-97.29196517977542
1117 E BLUFF ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-28,26-734247,32.76248194042463,-97.32599135605201
5813 ROCKHILL RD,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-28,26-734245,32.75549677661146,-97.22882712030176
2325 SHROPSHIRE ST,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-04-28,26-734244,32.71021764593991,-97.2928793435194
2321 SHROPSHIRE ST,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-04-28,26-734243,32.710207521927735,-97.29304577940371
1421 SOUTH FWY,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-04-28,26-734239,32.72819202507506,-97.31983603827089
601 LUXTON ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-28,26-734238,32.73922217972854,-97.30777497340102
1912 S JENNINGS AVE,Fort Worth,TX,Tarrant,Substandard Building,Open,2026-04-28,26-734236,32.72313866877227,-97.33013527551556
204 NW 22ND ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-28,26-734233,32.78473172398762,-97.350803339945
619 LUXTON ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-28,26-734232,32.73862937176764,-97.30771964904314
5305 WESTHAVEN DR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-28,26-734230,32.67204698764405,-97.39011697629962
5500 E LANCASTER AVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-28,26-734229,32.73829686939189,-97.23662765843243
1217 HIGH ST,Fort Worth,TX,Tarrant,Substandard Building,Open,2026-04-28,26-734224,32.7052464184249,-97.33825825393531
1213 ORANGE ST,Fort Worth,TX,Tarrant,Substandard Building,Open,2026-04-28,26-734222,32.7013444343478,-97.33811557963891
1900 UVALDE ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-28,26-734221,32.7242037841663,-97.29741961797579
5512 E LANCASTER AVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-28,26-734219,32.73824941413288,-97.23638296097833
5525 E LANCASTER AVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-28,26-734217,32.73896809214354,-97.23552976913982
1421 LAGONDA AVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-28,26-734216,32.77342337274254,-97.35651821016783
5801 WESTHAVEN DR,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-04-28,26-734215,32.66473440677678,-97.39428248740728
5217 GREENE AVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-28,26-734214,32.66770983622875,-97.35955117749641
2924 MITCHELL BLVD,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-04-28,26-734213,32.71591388244309,-97.28915648873684
6816 WINDWILLOW DR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-28,26-734212,32.863287237128716,-97.27791019602263
2920 MITCHELL BLVD,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-04-28,26-734209,32.71607371928906,-97.2891608072909
2004 5TH AVE,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-04-28,26-734208,32.72191827207764,-97.33935503081277
2912 MITCHELL BLVD,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-04-28,26-734206,32.71623886978724,-97.28915973163535
7512 FOXGRASS PL,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-28,26-734203,32.63940423005137,-97.42125669907712
1521 JASPER ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-28,26-734202,32.81540181815697,-97.33614417242633
2214 COLUMBUS AVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-28,26-734201,32.78549711526937,-97.36463022237183
520 BRASENOSE ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-28,26-734200,32.58577212756337,-97.33099341547668
2463 E LONG AVE,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-28,26-734198,32.80655599501237,-97.31842352602615
3812 VILLAGE CREEK RD,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-28,26-734196,32.70734165350241,-97.24929445298037
5028 LODGEPOLE LN,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-28,26-734195,32.86456520083014,-97.27465601794485
1235 E TUCKER ST,Fort Worth,TX,Tarrant,Property Maintenance,Open,2026-04-28,26-734193,32.73966706713909,-97.31059111242162
1112 E OLEANDER ST,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-28,26-734192,32.73129593356948,-97.31331753701966
2554 DOWNING DR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-28,26-734191,32.818075486558826,-97.3176390949538
6712 WINDWILLOW DR,Fort Worth,TX,Tarrant,High Grass/Weeds,Open,2026-04-28,26-734190,32.86160785830386,-97.27793495737978
