address_street,city,state,county,zip,violation_type,status,date_opened,case_id,parcel,latitude,longitude
5253 N LAMAR BOULEVARD,Austin,TX,Travis,78751,Property Abatement,Active,2026-04-23T00:00:00.000,2026-050297 CC,0224070309,30.32080758,-97.72921367
1008 HOLLYBLUFF STREET,Austin,TX,Travis,78753,Property Abatement,Active,2026-04-23T00:00:00.000,2026-050090 CC,0243230301,30.36725774,-97.67528522
701 WOODWARD STREET BLDG 06,Austin,TX,Travis,78704,Structure Condition Violation(s),Active,2026-04-23T00:00:00.000,2026-050067 CC,0410010440,30.2253837,-97.75214159
2704 SALADO STREET,Austin,TX,Travis,78705,Structure Condition Violation(s),Active,2026-04-23T00:00:00.000,2026-050337 CC,0215020109,30.29267931,-97.74548648
701 WOODWARD STREET BLDG 11,Austin,TX,Travis,78704,Structure Condition Violation(s),Active,2026-04-23T00:00:00.000,2026-050137 CC,0410010440,30.2253837,-97.75214159
4804 RED RIVER STREET,Austin,TX,Travis,78751,Structure Condition Violation(s),Active,2026-04-23T00:00:00.000,2026-050670 CC,0220101314,30.30904429,-97.71719076
521 FALKLAND TRACE,Austin,TX,Travis,78660,Property Abatement,Active,2026-04-23T00:00:00.000,2026-050430 CC,0270301206,30.43656409,-97.65171036
12902 IRONGATE AVENUE,Austin,TX,Travis,78727,Property Abatement,Active,2026-04-23T00:00:00.000,2026-050655 CC,0264161209,30.42242884,-97.69398936
5810 GATESHEAD DRIVE,Austin,TX,Travis,78745,Property Abatement,Active,2026-04-23T00:00:00.000,2026-050448 CC,0412171006,30.21751032,-97.8060996
701 WOODWARD STREET BLDG 04,Austin,TX,Travis,78704,Structure Condition Violation(s),Active,2026-04-23T00:00:00.000,2026-050059 CC,0410010440,30.2253837,-97.75214159
1806 W 8TH STREET,Austin,TX,Travis,78703,Property Abatement,Active,2026-04-23T00:00:00.000,2026-050271 CC,0110051019,30.27956388,-97.76508276
4411 AIRPORT BOULEVARD BLDG 10,Austin,TX,Travis,78722,Structure Condition Violation(s),Active,2026-04-23T00:00:00.000,2026-050511 CC,0218110101,30.30116917,-97.71337881
4411 AIRPORT BOULEVARD Laundry Room,Austin,TX,Travis,78722,Structure Condition Violation(s),Active,2026-04-23T00:00:00.000,2026-050518 CC,0218110101,30.30116917,-97.71337881
7411 CARVER AVENUE,Austin,TX,Travis,78752,Property Abatement,Active,2026-04-23T00:00:00.000,2026-050117 CC,0230160512,30.33355076,-97.69721985
6100 KASPER STREET,Austin,TX,Travis,78741,Property Abatement,Active,2026-04-23T00:00:00.000,2026-050284 CC,0308140612,30.2271075,-97.70544917
701 WOODWARD STREET Office / Maintenance Building,Austin,TX,Travis,78704,Structure Condition Violation(s),Active,2026-04-23T00:00:00.000,2026-050142 CC,0410010440,30.2253837,-97.75214159
5400 TOSCANA AVENUE,Austin,TX,Travis,78724,Property Abatement,Active,2026-04-23T00:00:00.000,2026-050530 CC,0213330338,30.28586168,-97.64883945
4411 AIRPORT BOULEVARD BLDG 02,Austin,TX,Travis,78722,Structure Condition Violation(s),Active,2026-04-23T00:00:00.000,2026-050472 CC,0218110101,30.30116917,-97.71337881
2511 N Lamar Blvd,Austin,TX,Travis,78705,Property Abatement,Active,2026-04-23T00:00:00.000,2026-050644 CC,0214000406,30.29033081,-97.7515013
701 WOODWARD STREET BLDG 07,Austin,TX,Travis,78704,Structure Condition Violation(s),Active,2026-04-23T00:00:00.000,2026-050071 CC,0410010440,30.2253837,-97.75214159
4411 AIRPORT BOULEVARD BLDG 03,Austin,TX,Travis,78722,Structure Condition Violation(s),Active,2026-04-23T00:00:00.000,2026-050476 CC,0218110101,30.30116917,-97.71337881
204 W LOLA DRIVE,Austin,TX,Travis,78753,Structure Condition Violation(s),Active,2026-04-22T00:00:00.000,2026-049930 CC,0235140256,30.34760871,-97.70462722
1131 RICHARDINE AVENUE,Austin,TX,Travis,78721,Property Abatement,Active,2026-04-22T00:00:00.000,2026-049998 CC,0207200322,30.27020614,-97.6855716
2901 SWEENEY LANE,Austin,TX,Travis,78723,Structure Condition Violation(s),Active,2026-04-22T00:00:00.000,2026-049757 CC,0220211425,30.3060469,-97.67961797
6703 SANDSHOF CIRCLE,Austin,TX,Travis,78724,Property Abatement,Active,2026-04-22T00:00:00.000,2026-049669 CC,0219330315,30.30001535,-97.64556455
10701 GLASS MOUNTAIN TRAIL,Austin,TX,Travis,78726,Work Without Permit,Active,2026-04-22T00:00:00.000,2026-049902 CC,0170210608,30.44040141,-97.81606808
12206 TYSON COVE,Austin,TX,Travis,78758,Structure Condition Violation(s),Active,2026-04-22T00:00:00.000,2026-049361 CC,0260131101,30.40977569,-97.70155484
1201 PAYTON GIN ROAD,Austin,TX,Travis,78758,Work Without Permit,Active,2026-04-22T00:00:00.000,2026-049730 CC,0239131101,30.36134106,-97.70850925
6511 MOONGLOW DRIVE,Austin,TX,Travis,78724,Property Abatement,Active,2026-04-22T00:00:00.000,2026-049962 CC,0217331504,30.29742798,-97.64468257
701 WOODWARD STREET BLDG 02,Austin,TX,Travis,78704,Structure Condition Violation(s),Active,2026-04-22T00:00:00.000,2026-049957 CC,0410010440,30.2253837,-97.75214159
7013 E WILLIAM CANNON DRIVE,Austin,TX,Travis,78744,Structure Condition Violation(s),Active,2026-04-22T00:00:00.000,2026-049779 CC,0332081101,30.16363449,-97.72761539
1222 BICKLER ROAD,Austin,TX,Travis,78704,Property Abatement,Active,2026-04-22T00:00:00.000,2026-049819 CC,0301020937,30.24954657,-97.74293916
2311 AMBITION WAY,Austin,TX,Travis,78754,Property Abatement,Active,2026-04-22T00:00:00.000,2026-049872 CC,0233230411,30.3371968,-97.67055182
5701 COUGAR DRIVE,Austin,TX,Travis,78745,Property Abatement,Active,2026-04-22T00:00:00.000,2026-049581 CC,0415120818,30.20851121,-97.78513508
303 W 40TH STREET Unit 110,Austin,TX,Travis,78751,Structure Condition Violation(s),Active,2026-04-22T00:00:00.000,2026-050017 CC,0219050817,30.3039,-97.73403459
1012 WILLOW STREET,Austin,TX,Travis,78702,Structure Condition Violation(s),Active,2026-04-22T00:00:00.000,2026-050013 CC,0203041018,30.25961379,-97.73388984
4503 AVENUE C,Austin,TX,Travis,78751,Property Abatement,Active,2026-04-22T00:00:00.000,2026-049958 CC,0222070402,30.30965984,-97.72986318
7705 JESTER BOULEVARD,Austin,TX,Travis,78750,Structure Condition Violation(s),Active,2026-04-22T00:00:00.000,2026-049899 CC,0150130210,30.3856694,-97.79884669
8527 N CAPITAL OF TEXAS HIGHWAY BLDG 8553UNIT 2106,Austin,TX,Travis,78759,Structure Condition Violation(s),Active,2026-04-22T00:00:00.000,2026-049601 CC,0150050125,30.38638665,-97.76164114
7000 E BEN WHITE BLVD SVRD EB 4160,Austin,TX,Travis,78741,Structure Condition Violation(s),Active,2026-04-22T00:00:00.000,2026-049853 CC,0312160303,30.21797026,-97.70247386
701 WOODWARD STREET BLDG 03,Austin,TX,Travis,78704,Structure Condition Violation(s),Active,2026-04-22T00:00:00.000,2026-049959 CC,0410010440,30.2253837,-97.75214159
12406 LOS INDIOS TRAIL,Austin,TX,Travis,78729,Property Abatement,Active,2026-04-22T00:00:00.000,2026-049803 CC,R066366,30.4412967,-97.76518472
Cambria Hotel Austin Airport - 7800 E Ben White Blvd,Austin,TX,Travis,78741,Work Without Permit,Active,2026-04-22T00:00:00.000,2026-049363 CC,0312200207,30.21997959,-97.68999508
2606 WILSON STREET,Austin,TX,Travis,78704,Structure Condition Violation(s),Active,2026-04-22T00:00:00.000,2026-049814 CC,0404021301,30.23787898,-97.75927664
1824 S IH 35 SERVICE ROAD Unit 217,Austin,TX,Travis,78704,Structure Condition Violation(s),Active,2026-04-22T00:00:00.000,2026-049546 CC,0303020413,30.2398838,-97.73854831
2713 HEMPHILL PARK,Austin,TX,Travis,78705,Property Abatement,Active,2026-04-22T00:00:00.000,2026-050012 CC,0215030115,30.2930557,-97.74083964
9904 RANDALL DRIVE,Austin,TX,Travis,78753,Property Abatement,Active,2026-04-22T00:00:00.000,2026-049722 CC,0240210118,30.36238853,-97.68161367
5607 WOODVIEW AVENUE,Austin,TX,Travis,78756,Property Abatement,Active,2026-04-22T00:00:00.000,2026-049838 CC,0230020234,30.3324889,-97.74418086
119 E 6TH STREET,Austin,TX,Travis,78701,Structure Condition Violation(s),Active,2026-04-22T00:00:00.000,2026-049618 CC,0206030618,30.26766335,-97.74200312
701 WOODWARD STREET BLDG 01,Austin,TX,Travis,78704,Structure Condition Violation(s),Active,2026-04-22T00:00:00.000,2026-049956 CC,0410010440,30.2253837,-97.75214159
11001-1/2 LAKELINE BOULEVARD,Austin,TX,Travis,78717,Structure Condition Violation(s),Active,2026-04-22T00:00:00.000,2026-049995 CC,R577380,30.48033669,-97.7941017
5800 WELLINGTON DRIVE 5202,Austin,TX,Travis,78723,Structure Condition Violation(s),Active,2026-04-21T00:00:00.000,2026-049115 CC,0221190711,30.31066808,-97.68829387
3009 W SLAUGHTER LANE,Austin,TX,Travis,78748,Property Abatement,Active,2026-04-21T00:00:00.000,2026-049113 CC,0428250458,30.1788126,-97.84068543
8805 PINERIDGE DRIVE,Austin,TX,Travis,78729,Structure Condition Violation(s),Active,2026-04-21T00:00:00.000,2026-048884 CC,R074042,30.45042782,-97.77592989
8307 GALLATIN DRIVE,Austin,TX,Travis,78736,Property Abatement,Active,2026-04-21T00:00:00.000,2026-049128 CC,0406481107,30.23680501,-97.89673105
1911 WILLOW CREEK DRIVE BLDG 1921 UNIT 106,Austin,TX,Travis,78741,Structure Condition Violation(s),Active,2026-04-21T00:00:00.000,2026-048707 CC,0306070104,30.23358855,-97.72718179
2905 W SLAUGHTER LANE,Austin,TX,Travis,78748,Property Abatement,Active,2026-04-21T00:00:00.000,2026-049110 CC,0428250465,30.17821662,-97.83945676
105 W APPLEGATE DRIVE,Austin,TX,Travis,78753,Property Abatement,Active,2026-04-21T00:00:00.000,2026-049132 CC,0244200517,30.37134935,-97.68694358
10315 METROPOLITAN DRIVE,Austin,TX,Travis,78758,Property Abatement,Active,2026-04-21T00:00:00.000,2026-048929 CC,0248100306,30.38358525,-97.7166816
7400-7900 BLK LATTA DRIVE,Austin,TX,Travis,,Property Abatement,Active,2026-04-21T00:00:00.000,2026-048970 CC,,,
Duckbox Dumpsters - 1300,Austin,TX,Travis,78752,Property Abatement,Active,2026-04-21T00:00:00.000,2026-049009 CC,0228130209,30.32522605,-97.70985634
8402 ROAN LANE,Austin,TX,Travis,78736,Property Abatement,Active,2026-04-21T00:00:00.000,2026-049301 CC,0406480812,30.23804571,-97.89776084
7600 SCENIC BROOK DRIVE,Austin,TX,Travis,78736,Property Abatement,Active,2026-04-21T00:00:00.000,2026-049028 CC,0406481113,30.23660338,-97.89552936
305 CHAPARRAL ROAD,Austin,TX,Travis,78745,Property Abatement,Active,2026-04-21T00:00:00.000,2026-049240 CC,0424070225,30.18773962,-97.77706541
8913 SUN SHOWER BEND,Austin,TX,Travis,78724,Property Abatement,Active,2026-04-21T00:00:00.000,2026-049260 CC,0211380112,30.27788436,-97.6322914
8103 LANDSMAN DRIVE,Austin,TX,Travis,78736,Property Abatement,Active,2026-04-21T00:00:00.000,2026-048910 CC,0408440415,30.23438772,-97.89500567
1800GOTJUNK? - 1030,Austin,TX,Travis,78753,Property Abatement,Active,2026-04-21T00:00:00.000,2026-048974 CC,0235140229,30.35017224,-97.70826137
501 E OLTORF STREET Unit 401,Austin,TX,Travis,78704,Structure Condition Violation(s),Active,2026-04-21T00:00:00.000,2026-049315 CC,0405000209,30.23706273,-97.75097104
303 CHAPARRAL ROAD,Austin,TX,Travis,78745,Property Abatement,Active,2026-04-20T00:00:00.000,2026-048387 CC,0424070224,30.18787387,-97.77731513
6801 HILLCROFT DRIVE,Austin,TX,Travis,78724,Property Abatement,Active,2026-04-20T00:00:00.000,2026-048429 CC,0219330707,30.29938633,-97.64311294
2312 MORELOS STREET,Austin,TX,Travis,78702,Work Without Permit,Active,2026-04-20T00:00:00.000,2026-048521 CC,0204100517,30.26166305,-97.71580057
7200 HILLCROFT DRIVE,Austin,TX,Travis,78724,Property Abatement,Active,2026-04-20T00:00:00.000,2026-048400 CC,0221360825,30.30401453,-97.64111375
7202 SHANNON DRIVE,Austin,TX,Travis,78724,Property Abatement,Active,2026-04-20T00:00:00.000,2026-048231 CC,0221361018,30.30419701,-97.63945721
7105 SHANNON DRIVE,Austin,TX,Travis,78724,Property Abatement,Active,2026-04-20T00:00:00.000,2026-048242 CC,0221361203,30.30322038,-97.63996944
12819 STATON DRIVE,Austin,TX,Travis,78727,Structure Condition Violation(s),Active,2026-04-20T00:00:00.000,2026-048549 CC,0262180829,30.41848664,-97.68766779
7301 RITCHIE DRIVE,Austin,TX,Travis,78724,Property Abatement,Active,2026-04-20T00:00:00.000,2026-048273 CC,0221360905,30.30507737,-97.63894448
1521 REAGAN HILL DRIVE Unit 202,Austin,TX,Travis,78752,Structure Condition Violation(s),Active,2026-04-20T00:00:00.000,2026-048347 CC,0227190913,30.3257346,-97.68909195
5008 MISS JULIE LANE,Austin,TX,Travis,78727,Property Abatement,Active,2026-04-20T00:00:00.000,2026-048045 CC,0266061214,30.4270961,-97.7287159
6802 HILLCROFT DRIVE,Austin,TX,Travis,78724,Property Abatement,Active,2026-04-20T00:00:00.000,2026-048443 CC,0219330405,30.29963237,-97.64356567
2001 E OLTORF STREET,Austin,TX,Travis,78741,Work Without Permit,Active,2026-04-20T00:00:00.000,2026-048030 CC,0307050811,30.23059197,-97.73347056
6707 HILLCROFT DRIVE,Austin,TX,Travis,78724,Property Abatement,Active,2026-04-20T00:00:00.000,2026-048424 CC,0219330704,30.29886619,-97.64322886
1919 BURTON DRIVE,Austin,TX,Travis,78741,Structure Condition Violation(s),Active,2026-04-20T00:00:00.000,2026-048640 CC,0305060804,30.23364383,-97.73071195
2520 GRACY FARMS LN,Austin,TX,Travis,,Property Abatement,Active,2026-04-20T00:00:00.000,2026-048152 CC,,,
807 W 25TH STREET Unit 206,Austin,TX,Travis,78705,Structure Condition Violation(s),Active,2026-04-20T00:00:00.000,2026-048257 CC,0214010840,30.28904897,-97.74644584
9907 ARCH SPRINGS COVE,Austin,TX,Travis,78750,Property Abatement,Active,2026-04-20T00:00:00.000,2026-048442 CC,0172150443,30.4444495,-97.79899582
"7008 HILLCROFT DRIVE AUSTIN, Texas, 78724, Travis, USA",Austin,TX,Travis,78724,Property Abatement,Active,2026-04-20T00:00:00.000,2026-048407 CC,0219361301,30.30237735,-97.64225932
209 DUNLAP STREET,Austin,TX,Travis,78704,Structure Condition Violation(s),Active,2026-04-20T00:00:00.000,2026-048119 CC,0409050403,30.22497849,-97.76509319
"7018 HILLCROFT DRIVE AUSTIN, Texas, 78724, Travis, USA",Austin,TX,Travis,78724,Property Abatement,Active,2026-04-20T00:00:00.000,2026-048408 CC,0221360843,30.3029831,-97.64176697
9405 QUAIL MEADOW DRIVE,Austin,TX,Travis,78758,Property Abatement,Active,2026-04-20T00:00:00.000,2026-048202 CC,0243131103,30.36874179,-97.70754341
3000 SUNRIDGE DRIVE,Austin,TX,Travis,78741,Structure Condition Violation(s),Active,2026-04-20T00:00:00.000,2026-048630 CC,0312080512,30.22006471,-97.72675495
10350 BLUE BLUFF ROAD,Austin,TX,Travis,78724,Structure Condition Violation(s),Active,2026-04-20T00:00:00.000,2026-048652 CC,0226500206,30.32389739,-97.58345609
213 DUNLAP STREET,Austin,TX,Travis,78704,Structure Condition Violation(s),Active,2026-04-20T00:00:00.000,2026-048232 CC,0409050401,30.22511314,-97.76536198
211 DUNLAP STREET,Austin,TX,Travis,78704,Structure Condition Violation(s),Active,2026-04-20T00:00:00.000,2026-048169 CC,0409050402,30.22503089,-97.76523748
7118 CARWILL DRIVE,Austin,TX,Travis,78724,Property Abatement,Active,2026-04-20T00:00:00.000,2026-048177 CC,0221330806,30.30407661,-97.64236725
700 SHOWPLACE LANE,Austin,TX,Travis,78753,Property Abatement,Active,2026-04-19T00:00:00.000,2026-047950 CC,0241200107,30.36148681,-97.68749329
604 COPELAND STREET,Austin,TX,Travis,78704,Property Abatement,Active,2026-04-19T00:00:00.000,2026-047967 CC,0102010801,30.25374041,-97.7536455
10901 PTARMIGAN DRIVE,Austin,TX,Travis,78758,Property Abatement,Active,2026-04-19T00:00:00.000,2026-047944 CC,0249130401,30.38659596,-97.70546781
606 COPELAND STREET,Austin,TX,Travis,78704,Property Abatement,Active,2026-04-19T00:00:00.000,2026-047948 CC,0102010802,30.25370639,-97.75390939
8888 TALLWOOD DRIVE,Austin,TX,Travis,78759,Structure Condition Violation(s),Active,2026-04-19T00:00:00.000,2026-047941 CC,0248030501,30.37721237,-97.74008724
1006 S 1ST STREET,Austin,TX,Travis,78704,Property Abatement,Active,2026-04-19T00:00:00.000,2026-047966 CC,0102010822,30.25355172,-97.7533306
5005 MANOR ROAD Unit 122,Austin,TX,Travis,78723,Structure Condition Violation(s),Active,2026-04-19T00:00:00.000,2026-047919 CC,0217200307,30.29691635,-97.68736809
5404 FRYMAN HILL DRIVE,Austin,TX,Travis,78617,Property Abatement,Active,2026-04-19T00:00:00.000,2026-047926 CC,0328430707,30.17311002,-97.61574586
663 MAIRO STREET,Austin,TX,Travis,78748,Property Abatement,Active,2026-04-18T00:00:00.000,2026-047861 CC,0424000710,30.1827192,-97.79608793
911 S 2ND STREET,Austin,TX,Travis,78704,Property Abatement,Active,2026-04-18T00:00:00.000,2026-047903 CC,0102010806,30.25439253,-97.75352145
5214 AVENUE H,Austin,TX,Travis,78751,Property Abatement,Active,2026-04-18T00:00:00.000,2026-047868 CC,0223090809,30.31680664,-97.71965907
1100 S 1ST STREET,Austin,TX,Travis,78704,Property Abatement,Active,2026-04-18T00:00:00.000,2026-047906 CC,0101011122,30.25327202,-97.7537816
2411 BURLESON ROAD,Austin,TX,Travis,78741,Structure Condition Violation(s),Active,2026-04-18T00:00:00.000,2026-047847 CC,0308041520,30.2292238,-97.73530639
4927 STRASS DRIVE,Austin,TX,Travis,78731,Property Abatement,Active,2026-04-18T00:00:00.000,2026-047832 CC,0227000333,30.3243059,-97.74618853
1729 BARTON SPRINGS RD,Austin,TX,Travis,,Property Abatement,Active,2026-04-18T00:00:00.000,2026-047908 CC,,,
5901 FAIRLANE DRIVE,Austin,TX,Travis,78757,Structure Condition Violation(s),Active,2026-04-18T00:00:00.000,2026-047880 CC,0131010614,30.33822101,-97.75238531
1814 NELMS DRIVE,Austin,TX,Travis,78744,Property Abatement,Active,2026-04-18T00:00:00.000,2026-047890 CC,0422060106,30.19225269,-97.76236015
7800 N MOPAC EXPY SERVICE ROAD SB,Austin,TX,Travis,78759,Structure Condition Violation(s),Active,2026-04-18T00:00:00.000,2026-047896 CC,0241010417,30.36214765,-97.74590293
1911 WILLOW CREEK DRIVE BLDG 1927,Austin,TX,Travis,78741,Structure Condition Violation(s),Active,2026-04-17T00:00:00.000,2026-047456 CC,0306070104,30.23358855,-97.72718179
2113 E CESAR CHAVEZ STREET,Austin,TX,Travis,78702,Structure Condition Violation(s),Active,2026-04-17T00:00:00.000,2026-048234 CC,0202081404,30.25583663,-97.72153761
6008 SANDSHOF DRIVE,Austin,TX,Travis,78724,Property Abatement,Active,2026-04-17T00:00:00.000,2026-047587 CC,0217331838,30.29390133,-97.6481943
9909 CHILDRESS DRIVE,Austin,TX,Travis,78753,Property Abatement,Active,2026-04-17T00:00:00.000,2026-047531 CC,0240240328,30.36067495,-97.67815299
1705 MAPLE AVENUE,Austin,TX,Travis,78702,Structure Condition Violation(s),Active,2026-04-17T00:00:00.000,2026-047341 CC,0210111103,30.27892189,-97.71568432
1911 WILLOW CREEK DRIVE BLDG 1925,Austin,TX,Travis,78741,Structure Condition Violation(s),Active,2026-04-17T00:00:00.000,2026-047450 CC,0306070104,30.23358855,-97.72718179
1911 WILLOW CREEK DRIVE BLDG 1919,Austin,TX,Travis,78741,Structure Condition Violation(s),Active,2026-04-17T00:00:00.000,2026-047437 CC,0306070104,30.23358855,-97.72718179
9011 LAUREL GROVE DRIVE,Austin,TX,Travis,78758,Property Abatement,Active,2026-04-17T00:00:00.000,2026-047474 CC,0241140813,30.36317081,-97.70491987
6809 LUCY COVE,Austin,TX,Travis,78724,Property Abatement,Active,2026-04-17T00:00:00.000,2026-047602 CC,0217331862,30.29435978,-97.64684087
1911 WILLOW CREEK DRIVE BLDG 1921,Austin,TX,Travis,78741,Structure Condition Violation(s),Active,2026-04-17T00:00:00.000,2026-047443 CC,0306070104,30.23358855,-97.72718179
4604 PROCK LANE,Austin,TX,Travis,78721,Structure Condition Violation(s),Active,2026-04-17T00:00:00.000,2026-048066 CC,0206180112,30.27071312,-97.69187914
3119 E SH 71 SERVICE ROAD,Austin,TX,Travis,78617,Property Abatement,Active,2026-04-17T00:00:00.000,2026-047270 CC,0316360311,30.20519162,-97.64196791
1911 WILLOW CREEK DRIVE BLDG 1913,Austin,TX,Travis,78741,Structure Condition Violation(s),Active,2026-04-17T00:00:00.000,2026-047420 CC,0306070104,30.23358855,-97.72718179
6307 VIRGO LANE,Austin,TX,Travis,78724,Property Abatement,Active,2026-04-17T00:00:00.000,2026-047574 CC,0217331904,30.29603964,-97.64576085
1911 WILLOW CREEK DRIVE Office / Gym,Austin,TX,Travis,78741,Structure Condition Violation(s),Active,2026-04-17T00:00:00.000,2026-047347 CC,0306070104,30.23358855,-97.72718179
6301 SANDSHOF DRIVE,Austin,TX,Travis,78724,Property Abatement,Active,2026-04-17T00:00:00.000,2026-047594 CC,0217331873,30.29592171,-97.64708898
8600 N LAMAR BLVD BLDG A4,Austin,TX,Travis,78758,Structure Condition Violation(s),Active,2026-04-17T00:00:00.000,2026-047500 CC,0238150805,30.35465196,-97.70433696
6902 ARIES LANE,Austin,TX,Travis,78724,Property Abatement,Active,2026-04-17T00:00:00.000,2026-047655 CC,0219330804,30.29784904,-97.64377702
1911 WILLOW CREEK DRIVE BLDG 1917,Austin,TX,Travis,78741,Structure Condition Violation(s),Active,2026-04-17T00:00:00.000,2026-047430 CC,0306070104,30.23358855,-97.72718179
1911 WILLOW CREEK DRIVE BLDG 1909,Austin,TX,Travis,78741,Structure Condition Violation(s),Active,2026-04-17T00:00:00.000,2026-047334 CC,0306070104,30.23358855,-97.72718179
11701 METRIC BOULEVARD Unit 1616,Austin,TX,Travis,78758,Property Abatement,Active,2026-04-17T00:00:00.000,2026-047821 CC,0254130549,30.39602299,-97.70513789
701 W NORTH LOOP BOULEVARD,Austin,TX,Travis,78751,Structure Condition Violation(s),Active,2026-04-17T00:00:00.000,2026-047610 CC,0224070310,30.32053757,-97.72891978
7001 ASTRO VIEW DRIVE,Austin,TX,Travis,78724,Property Abatement,Active,2026-04-17T00:00:00.000,2026-047545 CC,0217332011,30.29676982,-97.64425083
7102 ASTRO VIEW DRIVE,Austin,TX,Travis,78724,Property Abatement,Active,2026-04-17T00:00:00.000,2026-047441 CC,0219330815,30.29758558,-97.64288738
8532 N LAMAR BOULEVARD UNIT 5149,Austin,TX,Travis,78753,Structure Condition Violation(s),Active,2026-04-17T00:00:00.000,2026-047622 CC,0238150805,30.35525797,-97.70666411
1057 SPRINGDALE ROAD,Austin,TX,Travis,78721,Structure Condition Violation(s),Active,2026-04-17T00:00:00.000,2026-048098 CC,0208181001,30.27136737,-97.69132891
507 CALLES STREET,Austin,TX,Travis,78702,Structure Condition Violation(s),Active,2026-04-17T00:00:00.000,2026-048122 CC,0203110801,30.2581822,-97.71235604
3201 KAY STREET,Austin,TX,Travis,78702,Structure Condition Violation(s),Active,2026-04-17T00:00:00.000,2026-048146 CC,0207160301,30.27003028,-97.69999365
1911 WILLOW CREEK DRIVE BLDG 1907,Austin,TX,Travis,78741,Structure Condition Violation(s),Active,2026-04-17T00:00:00.000,2026-047324 CC,0306070104,30.23358855,-97.72718179
7107 ASTRO VIEW DRIVE,Austin,TX,Travis,78724,Property Abatement,Active,2026-04-17T00:00:00.000,2026-047427 CC,0217332020,30.29711774,-97.64261199
6904 ARIES LANE,Austin,TX,Travis,78724,Property Abatement,Active,2026-04-17T00:00:00.000,2026-047657 CC,0219330803,30.29778773,-97.64360758
1911 WILLOW CREEK DRIVE BLDG 1915,Austin,TX,Travis,78741,Structure Condition Violation(s),Active,2026-04-17T00:00:00.000,2026-047426 CC,0306070104,30.23358855,-97.72718179
1911 WILLOW CREEK DRIVE BLDG 1905,Austin,TX,Travis,78741,Structure Condition Violation(s),Active,2026-04-17T00:00:00.000,2026-047322 CC,0306070104,30.23358855,-97.72718179
6501 SANDSHOF DRIVE,Austin,TX,Travis,78724,Property Abatement,Active,2026-04-17T00:00:00.000,2026-047597 CC,0217331805,30.29736713,-97.64624052
1911 WILLOW CREEK DRIVE BLDG 1923,Austin,TX,Travis,78741,Structure Condition Violation(s),Active,2026-04-17T00:00:00.000,2026-047446 CC,0306070104,30.23358855,-97.72718179
8600 N LAMAR BLVD B2,Austin,TX,Travis,78758,Structure Condition Violation(s),Active,2026-04-17T00:00:00.000,2026-047454 CC,0238150805,30.35465196,-97.70433696
1911 WILLOW CREEK DRIVE BLDG 1911,Austin,TX,Travis,78741,Structure Condition Violation(s),Active,2026-04-17T00:00:00.000,2026-047340 CC,0306070104,30.23358855,-97.72718179
1911 WILLOW CREEK DRIVE BLDG 1903,Austin,TX,Travis,78741,Structure Condition Violation(s),Active,2026-04-17T00:00:00.000,2026-047319 CC,0306070104,30.23358855,-97.72718179
1911 WILLOW CREEK DRIVE BLDG 1929,Austin,TX,Travis,78741,Structure Condition Violation(s),Active,2026-04-17T00:00:00.000,2026-047460 CC,0306070104,30.23358855,-97.72718179
6806 ALI COVE,Austin,TX,Travis,78724,Property Abatement,Active,2026-04-17T00:00:00.000,2026-047637 CC,0217331854,30.29406131,-97.64716612
1911 WILLOW CREEK DRIVE BLDG 1901,Austin,TX,Travis,78741,Structure Condition Violation(s),Active,2026-04-17T00:00:00.000,2026-047314 CC,0306070104,30.23358855,-97.72718179
6804 HANOVER LANE,Austin,TX,Travis,78723,Property Abatement,Active,2026-04-16T00:00:00.000,2026-047208 CC,0224240503,30.31478161,-97.67123694
8331 FATHOM CIRCLE,Austin,TX,Travis,78750,Property Abatement,Active,2026-04-16T00:00:00.000,2026-046650 CC,R072731,30.43498972,-97.77714971
610 DAVIS STREET,Austin,TX,Travis,78701,Property Abatement,Active,2026-04-16T00:00:00.000,2026-046964 CC,0203033201,30.26035802,-97.7385842
2800-2900 BLK CAMERON LOOP,Austin,TX,Travis,,Property Abatement,Active,2026-04-16T00:00:00.000,2026-046922 CC,,,
8001 BONETA TRAIL,Austin,TX,Travis,78729,Property Abatement,Active,2026-04-16T00:00:00.000,2026-046901 CC,R066397,30.44076348,-97.76809061
9007 QUAIL CREEK DRIVE,Austin,TX,Travis,78758,Structure Condition Violation(s),Active,2026-04-16T00:00:00.000,2026-047221 CC,0241140119,30.36154864,-97.70293424
6800 GALINDO STREET,Austin,TX,Travis,78741,Property Abatement,Active,2026-04-16T00:00:00.000,2026-046706 CC,0308160134,30.22893555,-97.69510265
801 AIRPORT BOULEVARD,Austin,TX,Travis,78721,Property Abatement,Active,2026-04-16T00:00:00.000,2026-047009 CC,0202170204,30.25526072,-97.69250464
910 W 25TH STREET,Austin,TX,Travis,78705,Structure Condition Violation(s),Active,2026-04-16T00:00:00.000,2026-046907 CC,0214012401,30.28963913,-97.7473542
5800 BREEZEWOOD DRIVE,Austin,TX,Travis,78745,Property Abatement,Active,2026-04-16T00:00:00.000,2026-047138 CC,0416091122,30.20461016,-97.77886715
303 BLACKSON AVENUE,Austin,TX,Travis,78752,Property Abatement,Active,2026-04-16T00:00:00.000,2026-046905 CC,0231140902,30.33731679,-97.70744431
